geneset	n_mutated_meta	n_mutated_nonmeta	log_odds_ratio	odds_ratio	p_value	q_value	significant
GOBP_REGULATION_OF_HIPPO_SIGNALING	20	19	0.05564	1.05722	0.89424	0.96783	False
GOBP_SYNAPTIC_VESICLE_CLUSTERING	29	28	0.04892	1.05014	0.89554	0.96783	False
GOBP_REGULATION_OF_EXCITATORY_SYNAPSE_ASSEMBLY	23	22	0.05189	1.05326	0.89580	0.96783	False
GOBP_REGULATION_OF_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY	24	23	0.05095	1.05227	0.89635	0.96783	False
GOBP_CAMERA_TYPE_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION	22	21	0.05216	1.05355	0.89806	0.96818	False
GOBP_MIRNA_PROCESSING	21	20	0.05308	1.05451	0.89886	0.96818	False
GOBP_MAINTENANCE_OF_SYNAPSE_STRUCTURE	22	21	0.05188	1.05324	0.89908	0.96818	False
GOBP_EYE_PHOTORECEPTOR_CELL_DEVELOPMENT	20	19	0.05394	1.05542	0.90107	0.96945	False
GOBP_REGULATION_OF_NEURON_MIGRATION	30	29	0.04433	1.04532	0.90992	0.97107	False
GOBP_LIPID_PHOSPHORYLATION	11	11	-0.05078	0.95049	0.92407	0.97107	False
GOBP_PORE_COMPLEX_ASSEMBLY	10	10	-0.04697	0.95412	0.93101	0.97107	False
GOBP_CHONDROCYTE_DEVELOPMENT	16	16	-0.03878	0.96196	0.93189	0.97107	False
GOBP_NUCLEOLAR_LARGE_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_I	10	10	-0.04553	0.95549	0.93279	0.97107	False
GOBP_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN	11	11	-0.04358	0.95735	0.93309	0.97107	False
GOBP_NEGATIVE_REGULATION_OF_JNK_CASCADE	18	18	-0.03647	0.96419	0.93324	0.97107	False
GOBP_REGULATION_OF_AEROBIC_RESPIRATION	12	12	-0.04180	0.95906	0.93353	0.97107	False
GOBP_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	21	21	-0.03439	0.96619	0.93410	0.97107	False
GOBP_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS	33	33	-0.03145	0.96904	0.93560	0.97107	False
GOBP_MESENCHYMAL_STEM_CELL_DIFFERENTIATION	12	12	-0.03946	0.96131	0.93670	0.97107	False
GOBP_REGULATION_OF_MESENCHYMAL_STEM_CELL_DIFFERENTIATION	12	12	-0.03946	0.96131	0.93670	0.97107	False
GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	10	10	-0.04189	0.95897	0.93737	0.97107	False
GOBP_MODIFIED_AMINO_ACID_TRANSPORT	13	13	-0.03694	0.96374	0.93861	0.97107	False
GOBP_ERBB4_ERBB4_SIGNALING_PATHWAY	12	12	-0.03788	0.96283	0.93887	0.97107	False
GOBP_RECEPTOR_CATABOLIC_PROCESS	12	12	-0.03748	0.96321	0.93943	0.97107	False
GOBP_SYNAPTIC_MEMBRANE_ADHESION	29	29	-0.02854	0.97186	0.94094	0.97107	False
GOBP_MAMMARY_GLAND_MORPHOGENESIS	25	25	-0.02907	0.97135	0.94104	0.97107	False
GOBP_POSITIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT	14	14	-0.03388	0.96668	0.94167	0.97107	False
GOBP_NEUROTROPHIN_SIGNALING_PATHWAY	21	21	-0.02930	0.97112	0.94257	0.97107	False
GOBP_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	13	13	-0.03411	0.96647	0.94271	0.97107	False
GOBP_CEREBELLAR_PURKINJE_CELL_LAYER_DEVELOPMENT	16	16	-0.03119	0.96929	0.94349	0.97107	False
GOBP_NEGATIVE_REGULATION_OF_NEURON_MIGRATION	11	11	-0.03553	0.96509	0.94387	0.97107	False
GOBP_PHOSPHATIDYLCHOLINE_BIOSYNTHETIC_PROCESS	11	11	-0.03522	0.96539	0.94430	0.97107	False
GOBP_SPONTANEOUS_NEUROTRANSMITTER_SECRETION	10	10	-0.03659	0.96407	0.94431	0.97107	False
GOBP_REGULATION_OF_ENDOCRINE_PROCESS	13	13	-0.03285	0.96768	0.94457	0.97107	False
GOBP_REGULATION_OF_CARDIAC_MUSCLE_ADAPTATION	11	11	-0.03498	0.96562	0.94464	0.97107	False
GOBP_PIGMENT_CELL_DIFFERENTIATION	16	16	-0.03036	0.97009	0.94481	0.97107	False
GOBP_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	16	16	-0.03030	0.97016	0.94492	0.97107	False
GOBP_PROTEIN_LOCALIZATION_TO_CELL_CELL_JUNCTION	12	12	-0.03348	0.96707	0.94511	0.97107	False
GOBP_MALE_MEIOSIS_I	13	13	-0.03178	0.96872	0.94616	0.97107	False
GOBP_VENTRAL_SPINAL_CORD_DEVELOPMENT	14	14	-0.03083	0.96964	0.94632	0.97107	False
GOBP_ESTABLISHMENT_OF_EPITHELIAL_CELL_POLARITY	10	10	-0.03506	0.96555	0.94638	0.97107	False
GOBP_REGULATION_OF_POSTSYNAPTIC_DENSITY_ASSEMBLY	22	22	-0.02661	0.97374	0.94671	0.97107	False
GOBP_REGULATION_OF_POSITIVE_CHEMOTAXIS	14	14	-0.03036	0.97009	0.94703	0.97107	False
GOBP_CEREBELLAR_GRANULAR_LAYER_DEVELOPMENT	14	14	-0.03003	0.97042	0.94755	0.97107	False
GOBP_LENS_FIBER_CELL_DIFFERENTIATION	14	14	-0.02990	0.97054	0.94776	0.97107	False
GOBP_DOPAMINE_SECRETION	15	15	-0.02911	0.97131	0.94787	0.97107	False
GOBP_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL	16	16	-0.02821	0.97219	0.94830	0.97107	False
GOBP_LEUKOCYTE_TETHERING_OR_ROLLING	12	12	-0.03102	0.96946	0.94871	0.97107	False
GOBP_POSITIVE_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY	12	12	-0.03079	0.96967	0.94904	0.97107	False
GOBP_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT	10	10	-0.03297	0.96757	0.94923	0.97107	False
GOBP_ATRIAL_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	11	11	-0.03138	0.96910	0.94973	0.97107	False
GOBP_RESPONSE_TO_DEXAMETHASONE	15	15	-0.02768	0.97270	0.95016	0.97107	False
GOBP_REGULATION_OF_MEMBRANE_HYPERPOLARIZATION	10	10	-0.03201	0.96850	0.95056	0.97107	False
GOBP_POSITIVE_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION	16	16	-0.02630	0.97405	0.95146	0.97107	False
GOBP_BILE_ACID_AND_BILE_SALT_TRANSPORT	13	13	-0.02806	0.97233	0.95185	0.97107	False
GOBP_REGULATION_OF_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL	12	12	-0.02828	0.97212	0.95281	0.97107	False
GOBP_PURINE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORT	15	15	-0.02591	0.97443	0.95305	0.97107	False
GOBP_ESTABLISHMENT_OF_MITOCHONDRION_LOCALIZATION	17	17	-0.02455	0.97575	0.95357	0.97107	False
GOBP_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS	13	13	-0.02695	0.97341	0.95357	0.97107	False
GOBP_POSITIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION	14	14	-0.02600	0.97433	0.95393	0.97107	False
GOBP_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT	15	15	-0.02535	0.97497	0.95397	0.97107	False
GOBP_MUSCLE_HYPERTROPHY_IN_RESPONSE_TO_STRESS	17	17	-0.02394	0.97634	0.95462	0.97107	False
GOBP_RUFFLE_ASSEMBLY	17	17	-0.02358	0.97669	0.95523	0.97107	False
GOBP_DENDRITE_EXTENSION	21	21	-0.02209	0.97815	0.95540	0.97107	False
GOBP_POSITIVE_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION	14	14	-0.02496	0.97535	0.95563	0.97107	False
GOBP_CELLULAR_RESPONSE_TO_NUTRIENT	13	13	-0.02537	0.97495	0.95606	0.97107	False
GOBP_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	19	19	-0.02225	0.97799	0.95621	0.97107	False
GOBP_AORTIC_VALVE_MORPHOGENESIS	22	22	-0.02133	0.97890	0.95636	0.97107	False
GOBP_PYROPTOTIC_INFLAMMATORY_RESPONSE	10	10	-0.02788	0.97251	0.95640	0.97107	False
GOBP_AROMATIC_AMINO_ACID_METABOLIC_PROCESS	21	21	-0.02143	0.97880	0.95664	0.97107	False
GOBP_POSITIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION	15	15	-0.02371	0.97657	0.95670	0.97107	False
GOBP_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY	16	16	-0.02300	0.97726	0.95703	0.97107	False
GOBP_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE	10	10	-0.02665	0.97370	0.95817	0.97107	False
GOBP_RESPONSE_TO_VITAMIN_D	13	13	-0.02362	0.97666	0.95886	0.97107	False
GOBP_CORPUS_CALLOSUM_DEVELOPMENT	14	14	-0.02283	0.97743	0.95912	0.97107	False
GOBP_RENAL_SYSTEM_VASCULATURE_DEVELOPMENT	14	14	-0.02279	0.97747	0.95918	0.97107	False
GOBP_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	15	15	-0.02150	0.97873	0.96046	0.97107	False
GOBP_TYPE_B_PANCREATIC_CELL_DEVELOPMENT	12	12	-0.02316	0.97710	0.96072	0.97107	False
GOBP_MAINTENANCE_OF_BLOOD_BRAIN_BARRIER	18	18	-0.02010	0.98010	0.96074	0.97107	False
GOBP_ACID_SECRETION	15	15	-0.02065	0.97956	0.96192	0.97107	False
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	14	14	-0.02109	0.97914	0.96204	0.97107	False
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS	16	16	-0.02003	0.98017	0.96221	0.97107	False
GOBP_POSITIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	15	15	-0.01875	0.98142	0.96521	0.97242	False
GOBP_POSITIVE_REGULATION_OF_BEHAVIOR	14	14	-0.01907	0.98111	0.96547	0.97242	False
GOBP_DENDRITIC_SPINE_MAINTENANCE	12	12	-0.01989	0.98031	0.96597	0.97242	False
GOBP_POSITIVE_REGULATION_OF_INHIBITORY_POSTSYNAPTIC_POTENTIAL	10	10	-0.02012	0.98008	0.96787	0.97245	False
GOBP_MODULATION_OF_INHIBITORY_POSTSYNAPTIC_POTENTIAL	10	10	-0.02012	0.98008	0.96787	0.97245	False
GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_EMBRYONIC_PLACENTA_DEVELOPMENT	10	10	-0.01976	0.98043	0.96841	0.97245	False
GOBP_CELLULAR_RESPONSE_TO_AMYLOID_BETA	19	19	-0.01225	0.98782	0.97513	0.97838	False
GOBP_HEMATOPOIETIC_STEM_CELL_HOMEOSTASIS	10	10	-0.01055	0.98951	0.98284	0.98529	False
GOBP_CELLULAR_RESPONSE_TO_ANGIOTENSIN	12	12	-0.00700	0.99302	0.98771	0.98935	False
GOBP_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION	10	10	-0.00656	0.99347	0.98929	0.99011	False
GOBP_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY	14	14	-0.00504	0.99497	0.99062	0.99062	False
